Region;Year;Professional groups;Age Group;Total ;Women;Men;Gender Pay Gap;;;;;;;;
Zurich;2014;Technicians and equivalent non-technical professions;<= 29;5 404  ;5 248  ;5 675  ; 427;;;;;;;;
Zurich;2014;Engineering and comparable specialists;<= 29;5 753  ;5 159  ;5 929  ; 770;;;;;;;;
Zurich;2014;Assistant professions in the healthcare sector;<= 29;5 283  ;5 168  ;5 999  ; 831;;;;;;;;
Zurich;2014;Business management and commercial specialists and administrative specialists;<= 29;5 383  ;5 335  ;5 618  ; 283;;;;;;;;
Zurich;2014;Legal, social, cultural and related professionals;<= 29;5 042  ;5 076  ;4 969  ;- 107;;;;;;;;
Zurich;2014;Information and communication technicians;<= 29;5 401  ;5 194  ;5 476  ; 282;;;;;;;;
Zurich;2014;Office workers and related professions;<= 29;4 838  ;4 920  ;4 746  ;- 174;;;;;;;;
Zurich;2014;General office and secretarial staff;<= 29;5 193  ;5 128  ;5 328  ; 200;;;;;;;;
Zurich;2014;Office staff with customer contact;<= 29;4 534  ;4 544  ;4 514  ;- 30;;;;;;;;
Zurich;2014;Office staff in finance and accounting, statistics and materials management;<= 29;4 612  ;4 543  ;4 623  ; 80;;;;;;;;
Zurich;2014;Other office workers and related occupations;<= 29;4 712  ;5 363  ;3 349  ;-2 014;;;;;;;;
Zurich;2014;Service professions and salespersons;<= 29;4 487  ;4 400  ;4 678  ; 278;;;;;;;;
Zurich;2014;Occupations in the field of personal services;<= 29;4 258  ;4 107  ;4 333  ; 226;;;;;;;;
Zurich;2014;Sales staff;<= 29;4 368  ;4 314  ;4 541  ; 227;;;;;;;;
Zurich;2014;Caring professions;<= 29;4 903  ;4 882  ;5 017  ; 135;;;;;;;;
Zurich;2014;Protection and security workers;<= 29;5 413  ;5 566  ;5 389  ;- 177;;;;;;;;
Zurich;2014;Skilled workers in agriculture, forestry and fishing;<= 29;4 576  ;*  ;4 588  ;#WERT!;;;;;;;;
Zurich;2014;Skilled workers in agriculture;<= 29;4 542  ;*  ;4 576  ;#WERT!;;;;;;;;
Zurich;2014;Craft and related trades;<= 29;5 122  ;4 407  ;5 167  ; 760;;;;;;;;
Zurich;2014;Construction and finishing workers and related occupations, excl. Electricians;<= 29;5 339  ;*  ;5 356  ;#WERT!;;;;;;;;
Zurich;2014;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;<= 29;4 944  ;*  ;4 950  ;#WERT!;;;;;;;;
Zurich;2014;Precision craftsmen and women, printers and artisans;<= 29;5 110  ;4 875  ;5 290  ; 415;;;;;;;;
Zurich;2014;Electricians and electronics technicians;<= 29;5 179  ;*  ;5 179  ;#WERT!;;;;;;;;
Zurich;2014;Food processing, clothing production and related skilled trades;<= 29;4 447  ;3 952  ;4 625  ; 673;;;;;;;;
Zurich;2014;Operating plant and machinery and assembly occupations;<= 29;5 035  ;4 583  ;5 130  ; 547;;;;;;;;
Zurich;2014;Operating stationary plant and machinery;<= 29;4 877  ;4 613  ;5 148  ; 535;;;;;;;;
Zurich;2014;Assembly occupations;<= 29;5 146  ;3 849  ;5 255  ;1 406;;;;;;;;
Zurich;2014;Driving vehicles and operating mobile equipment;<= 29;4 657  ;*  ;4 652  ;#WERT!;;;;;;;;
Zurich;2014;Auxiliary workers;<= 29;4 591  ;4 432  ;4 760  ; 328;;;;;;;;
Zurich;2014;Cleaning staff and unskilled workers;<= 29;3 912  ;3 716  ;4 130  ; 414;;;;;;;;
Zurich;2014;Auxiliary workers in mining, construction, production of goods and transportation;<= 29;4 934  ;4 386  ;5 053  ; 667;;;;;;;;
Zurich;2014;Total ;30 - 49;7 266  ;6 640  ;7 736  ;1 096;;;;;;;;
Zurich;2014;Executives;30 - 49;9 768  ;8 400  ;10 490  ;2 090;;;;;;;;
Zurich;2014;Managing directors, board members, senior administrative staff and legislative bodies;30 - 49;11 046  ;9 074  ;11 631  ;2 557;;;;;;;;
Zurich;2014;Managers in the commercial sector;30 - 49;10 577  ;9 418  ;11 190  ;1 772;;;;;;;;
Zurich;2014;Managers in production and specialized services;30 - 49;9 004  ;8 301  ;9 594  ;1 293;;;;;;;;
Zurich;2014;Managers in hotels, restaurants, retail and other services services;30 - 49;5 142  ;4 930  ;6 077  ;1 147;;;;;;;;
Zurich;2014;Intellectual and scientific professions;30 - 49;8 791  ;8 238  ;9 285  ;1 047;;;;;;;;
Zurich;2014;Scientists, mathematicians and engineers;30 - 49;8 145  ;6 988  ;8 565  ;1 577;;;;;;;;
Zurich;2014;Specialists in health professions;30 - 49;8 113  ;7 896  ;8 970  ;1 074;;;;;;;;
Zurich;2014;Teachers;30 - 49;8 907  ;8 895  ;8 942  ; 47;;;;;;;;
Zurich;2014;Business economists and similar specialists;30 - 49;8 637  ;7 816  ;9 570  ;1 754;;;;;;;;
Zurich;2014;Specialists in information and communication technology;30 - 49;9 590  ;8 950  ;9 643  ; 693;;;;;;;;
Zurich;2014;Lawyers, social scientists and cultural professions;30 - 49;8 699  ;8 335  ;9 186  ; 851;;;;;;;;
Zurich;2014;Technicians and equivalent non-technical professions;30 - 49;7 277  ;6 828  ;7 631  ; 803;;;;;;;;
Zurich;2014;Engineering and comparable specialists;30 - 49;7 244  ;6 627  ;7 332  ; 705;;;;;;;;
Zurich;2014;Assistant professions in the healthcare sector;30 - 49;7 163  ;7 046  ;7 512  ; 466;;;;;;;;
Zurich;2014;Business management and commercial specialists and administrative specialists;30 - 49;7 476  ;6 965  ;8 293  ;1 328;;;;;;;;
Zurich;2014;Legal, social, cultural and related professionals;30 - 49;6 687  ;6 588  ;6 714  ; 126;;;;;;;;
Zurich;2014;Information and communication technicians;30 - 49;7 376  ;6 535  ;7 568  ;1 033;;;;;;;;
Zurich;2014;Office workers and related professions;30 - 49;5 900  ;6 118  ;5 603  ;- 515;;;;;;;;
Zurich;2014;General office and secretarial staff;30 - 49;6 516  ;6 361  ;7 346  ; 985;;;;;;;;
Zurich;2014;Office staff with customer contact;30 - 49;5 757  ;5 742  ;5 793  ; 51;;;;;;;;
Zurich;2014;Office staff in finance and accounting, statistics and materials management;30 - 49;5 263  ;5 059  ;5 292  ; 233;;;;;;;;
Zurich;2014;Other office workers and related occupations;30 - 49;3 613  ;3 701  ;3 417  ;- 284;;;;;;;;
Zurich;2014;Service professions and salespersons;30 - 49;5 059  ;4 760  ;5 703  ; 943;;;;;;;;
Zurich;2014;Occupations in the field of personal services;30 - 49;4 664  ;4 532  ;4 902  ; 370;;;;;;;;
Zurich;2014;Sales staff;30 - 49;4 816  ;4 596  ;6 265  ;1 669;;;;;;;;
Zurich;2014;Caring professions;30 - 49;5 527  ;5 521  ;5 626  ; 105;;;;;;;;
Zurich;2014;Protection and security workers;30 - 49;7 170  ;6 623  ;7 399  ; 776;;;;;;;;
Zurich;2014;Skilled workers in agriculture, forestry and fishing;30 - 49;5 417  ;*  ;5 435  ;#WERT!;;;;;;;;
Zurich;2014;Skilled workers in agriculture;30 - 49;5 417  ;*  ;5 435  ;#WERT!;;;;;;;;
Zurich;2014;Craft and related trades;30 - 49;6 146  ;4 875  ;6 193  ;1 318;;;;;;;;
Zurich;2014;Construction and finishing workers and related occupations, excl. Electricians;30 - 49;6 131  ;4 309  ;6 137  ;1 828;;;;;;;;
Zurich;2014;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;30 - 49;6 204  ;4 767  ;6 314  ;1 547;;;;;;;;
Zurich;2014;Precision craftsmen and women, printers and artisans;30 - 49;6 344  ;5 881  ;6 384  ; 503;;;;;;;;
Zurich;2014;Electricians and electronics technicians;30 - 49;6 421  ;*  ;6 424  ;#WERT!;;;;;;;;
Zurich;2014;Food processing, clothing production and related skilled trades;30 - 49;5 574  ;4 468  ;5 741  ;1 273;;;;;;;;
Zurich;2014;Operating plant and machinery and assembly occupations;30 - 49;5 784  ;4 745  ;5 936  ;1 191;;;;;;;;
Zurich;2014;Operating stationary plant and machinery;30 - 49;5 962  ;4 540  ;6 321  ;1 781;;;;;;;;
Zurich;2014;Assembly occupations;30 - 49;5 944  ;4 629  ;6 213  ;1 584;;;;;;;;
Zurich;2014;Driving vehicles and operating mobile equipment;30 - 49;5 660  ;6 346  ;5 628  ;- 718;;;;;;;;
Zurich;2014;Auxiliary workers;30 - 49;4 935  ;4 370  ;5 407  ;1 037;;;;;;;;
Zurich;2014;Cleaning staff and unskilled workers;30 - 49;4 295  ;4 127  ;4 745  ; 618;;;;;;;;
Zurich;2014;Auxiliary workers in mining, construction, production of goods and transportation;30 - 49;5 399  ;4 385  ;5 604  ;1 219;;;;;;;;
Zurich;2014;Total ;>= 50;7 717  ;6 774  ;8 410  ;1 636;;;;;;;;
Zurich;2014;Executives;>= 50;11 098  ;8 984  ;11 865  ;2 881;;;;;;;;
Zurich;2014;Managing directors, board members, senior administrative staff and legislative bodies;>= 50;12 657  ;9 317  ;13 492  ;4 175;;;;;;;;
Zurich;2014;Managers in the commercial sector;>= 50;11 928  ;9 999  ;12 817  ;2 818;;;;;;;;
Zurich;2014;Managers in production and specialized services;>= 50;10 541  ;9 474  ;11 126  ;1 652;;;;;;;;
Zurich;2014;Managers in hotels, restaurants, retail and other services services;>= 50;5 328  ;4 942  ;6 981  ;2 039;;;;;;;;
Zurich;2014;Intellectual and scientific professions;>= 50;10 577  ;9 682  ;11 073  ;1 391;;;;;;;;
Zurich;2014;Scientists, mathematicians and engineers;>= 50;10 430  ;8 813  ;10 540  ;1 727;;;;;;;;
Zurich;2014;Specialists in health professions;>= 50;9 071  ;8 626  ;11 911  ;3 285;;;;;;;;
Zurich;2014;Teachers;>= 50;11 296  ;10 846  ;12 019  ;1 173;;;;;;;;
Zurich;2014;Business economists and similar specialists;>= 50;9 333  ;7 939  ;10 212  ;2 273;;;;;;;;
Zurich;2014;Specialists in information and communication technology;>= 50;10 758  ;10 191  ;10 863  ; 672;;;;;;;;
Zurich;2014;Lawyers, social scientists and cultural professions;>= 50;9 616  ;8 880  ;10 185  ;1 305;;;;;;;;
Zurich;2014;Technicians and equivalent non-technical professions;>= 50;7 875  ;7 276  ;8 478  ;1 202;;;;;;;;
Zurich;2014;Engineering and comparable specialists;>= 50;7 945  ;6 985  ;8 096  ;1 111;;;;;;;;
Zurich;2014;Assistant professions in the healthcare sector;>= 50;7 629  ;7 575  ;7 919  ; 344;;;;;;;;
Zurich;2014;Business management and commercial specialists and administrative specialists;>= 50;7 957  ;7 282  ;9 246  ;1 964;;;;;;;;
Zurich;2014;Legal, social, cultural and related professionals;>= 50;7 390  ;7 072  ;7 705  ; 633;;;;;;;;
Zurich;2014;Information and communication technicians;>= 50;8 143  ;7 449  ;8 326  ; 877;;;;;;;;
Zurich;2014;Office workers and related professions;>= 50;6 474  ;6 655  ;6 096  ;- 559;;;;;;;;
Zurich;2014;General office and secretarial staff;>= 50;7 074  ;6 903  ;8 014  ;1 111;;;;;;;;
Zurich;2014;Office staff with customer contact;>= 50;6 286  ;6 214  ;6 808  ; 594;;;;;;;;
Zurich;2014;Office staff in finance and accounting, statistics and materials management;>= 50;5 866  ;5 552  ;5 878  ; 326;;;;;;;;
Zurich;2014;Other office workers and related occupations;>= 50;3 617  ;3 661  ;3 520  ;- 141;;;;;;;;
Zurich;2014;Service professions and salespersons;>= 50;5 412  ;4 920  ;6 628  ;1 708;;;;;;;;
Zurich;2014;Occupations in the field of personal services;>= 50;5 293  ;4 953  ;6 103  ;1 150;;;;;;;;
Zurich;2014;Sales staff;>= 50;4 894  ;4 636  ;6 761  ;2 125;;;;;;;;
Zurich;2014;Caring professions;>= 50;5 924  ;5 809  ;6 664  ; 855;;;;;;;;
Zurich;2014;Protection and security workers;>= 50;6 973  ;5 624  ;7 495  ;1 871;;;;;;;;
Zurich;2014;Skilled workers in agriculture, forestry and fishing;>= 50;6 530  ;*  ;6 562  ;#WERT!;;;;;;;;
Zurich;2014;Skilled workers in agriculture;>= 50;6 436  ;*  ;6 562  ;#WERT!;;;;;;;;
Zurich;2014;Craft and related trades;>= 50;6 683  ;5 164  ;6 716  ;1 552;;;;;;;;
Zurich;2014;Construction and finishing workers and related occupations, excl. Electricians;>= 50;6 613  ;*  ;6 616  ;#WERT!;;;;;;;;
Zurich;2014;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;>= 50;7 052  ;*  ;7 104  ;#WERT!;;;;;;;;
Zurich;2014;Precision craftsmen and women, printers and artisans;>= 50;7 150  ;5 756  ;7 341  ;1 585;;;;;;;;
Zurich;2014;Electricians and electronics technicians;>= 50;6 902  ;*  ;6 918  ;#WERT!;;;;;;;;
Zurich;2014;Food processing, clothing production and related skilled trades;>= 50;6 000  ;4 877  ;6 097  ;1 220;;;;;;;;
Zurich;2014;Operating plant and machinery and assembly occupations;>= 50;6 255  ;5 104  ;6 308  ;1 204;;;;;;;;
Zurich;2014;Operating stationary plant and machinery;>= 50;6 293  ;4 825  ;6 620  ;1 795;;;;;;;;
Zurich;2014;Assembly occupations;>= 50;6 510  ;5 038  ;6 852  ;1 814;;;;;;;;
Zurich;2014;Driving vehicles and operating mobile equipment;>= 50;6 169  ;6 866  ;6 125  ;- 741;;;;;;;;
Zurich;2014;Auxiliary workers;>= 50;5 308  ;4 703  ;5 871  ;1 168;;;;;;;;
Zurich;2014;Cleaning staff and unskilled workers;>= 50;4 675  ;4 584  ;4 928  ; 344;;;;;;;;
Zurich;2014;Auxiliary workers in mining, construction, production of goods and transportation;>= 50;5 685  ;4 718  ;5 981  ;1 263;;;;;;;;
Zurich;2012;Total ;total ;6 900  ;6 192  ;7 500  ;1 308;;;;;;;;
Zurich;2012;Executives;total ;9 524  ;7 908  ;10 492  ;2 584;;;;;;;;
Zurich;2012;Managing directors, board members, senior administrative staff and legislative bodies;total ;10 425  ;8 817  ;11 429  ;2 612;;;;;;;;
Zurich;2012;Managers in the commercial sector;total ;10 241  ;8 482  ;11 206  ;2 724;;;;;;;;
Zurich;2012;Managers in production and specialized services;total ;9 435  ;8 671  ;10 039  ;1 368;;;;;;;;
Zurich;2012;Managers in hotels, restaurants, retail and other services services;total ;5 126 ;4 787  ;6 236 ;#WERT!;;;;;;;;
Zurich;2012;Intellectual and scientific professions;total ;8 932  ;8 552  ;9 317  ; 765;;;;;;;;
Zurich;2012;Scientists, mathematicians and engineers;total ;8 220  ;6 625  ;8 775  ;2 150;;;;;;;;
Zurich;2012;Specialists in health professions;total ;7 981  ;7 647  ;9 074  ;1 427;;;;;;;;
Zurich;2012;Teachers;total ;10 055  ;9 559  ;10 850  ;1 291;;;;;;;;
Zurich;2012;Business economists and similar specialists;total ;7 936  ;7 184  ;8 791  ;1 607;;;;;;;;
Zurich;2012;Specialists in information and communication technology;total ;9 430  ;8 558  ;9 550  ; 992;;;;;;;;
Zurich;2012;Lawyers, social scientists and cultural professions;total ;8 627  ;8 169  ;9 146  ; 977;;;;;;;;
Zurich;2012;Technicians and equivalent non-technical professions;total ;7 076  ;6 639  ;7 580  ; 941;;;;;;;;
Zurich;2012;Engineering and comparable specialists;total ;7 375  ;6 573  ;7 493  ; 920;;;;;;;;
Zurich;2012;Assistant professions in the healthcare sector;total ;6 880  ;6 748  ;7 440  ; 692;;;;;;;;
Zurich;2012;Business management and commercial specialists and administrative specialists;total ;7 049  ;6 729  ;7 969  ;1 240;;;;;;;;
Zurich;2012;Legal, social, cultural and related professionals;total ;6 733  ;6 299  ;7 003  ; 704;;;;;;;;
Zurich;2012;Information and communication technicians;total ;7 662  ;6 702  ;7 976  ;1 274;;;;;;;;
Zurich;2012;Office workers and related professions;total ;5 940  ;5 985  ;5 856  ;- 129;;;;;;;;
Zurich;2012;General office and secretarial staff;total ;6 216  ;6 117  ;6 667  ; 550;;;;;;;;
Zurich;2012;Office staff with customer contact;total ;5 558  ;5 550  ;5 595  ; 45;;;;;;;;
Zurich;2012;Office staff in finance and accounting, statistics and materials management;total ;5 417  ;5 323 ;5 432  ;#WERT!;;;;;;;;
Zurich;2012;Other office workers and related occupations;total ;6 508  ;6 537  ;6 282  ;- 255;;;;;;;;
Zurich;2012;Service professions and salespersons;total ;4 945  ;4 627  ;5 745  ;1 118;;;;;;;;
Zurich;2012;Occupations in the field of personal services;total ;4 648  ;4 424  ;4 923  ; 499;;;;;;;;
Zurich;2012;Sales staff;total ;4 687  ;4 505  ;5 975  ;1 470;;;;;;;;
Zurich;2012;Caring professions;total ;5 370  ;5 335  ;5 783  ; 448;;;;;;;;
Zurich;2012;Protection and security workers;total ;7 097 ;6 330  ;7 318 ;#WERT!;;;;;;;;
Zurich;2012;Skilled workers in agriculture, forestry and fishing;total ;5 598  ;5 077 ;5 656  ;#WERT!;;;;;;;;
Zurich;2012;Skilled workers in agriculture;total ;5 571  ;5 077 ;5 623  ;#WERT!;;;;;;;;
Zurich;2012;Craft and related trades;total ;5 974  ;4 894  ;6 055  ;1 161;;;;;;;;
Zurich;2012;Construction and finishing workers and related occupations, excl. Electricians;total ;5 992  ;5 080 ;6 007  ;#WERT!;;;;;;;;
Zurich;2012;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;total ;6 044  ;4 875  ;6 067  ;1 192;;;;;;;;
Zurich;2012;Precision craftsmen and women, printers and artisans;total ;6 309  ;5 545  ;6 629  ;1 084;;;;;;;;
Zurich;2012;Electricians and electronics technicians;total ;5 997  ;5 238 ;6 030  ;#WERT!;;;;;;;;
Zurich;2012;Food processing, clothing production and related skilled trades;total ;5 302  ;4 408  ;5 600  ;1 192;;;;;;;;
Zurich;2012;Operating plant and machinery and assembly occupations;total ;5 745  ;4 754  ;5 899  ;1 145;;;;;;;;
Zurich;2012;Operating stationary plant and machinery;total ;5 701  ;4 436  ;6 240  ;1 804;;;;;;;;
Zurich;2012;Assembly occupations;total ;5 675  ;4 876  ;5 927  ;1 051;;;;;;;;
Zurich;2012;Driving vehicles and operating mobile equipment;total ;5 789  ;6 345  ;5 762  ;- 583;;;;;;;;
Zurich;2012;Auxiliary workers;total ;4 700  ;4 158  ;5 272  ;1 114;;;;;;;;
Zurich;2012;Cleaning staff and unskilled workers;total ;4 137  ;4 041 ;4 339  ;#WERT!;;;;;;;;
Zurich;2012;Auxiliary workers in mining, construction, production of goods and transportation;total ;5 491  ;4 667  ;5 671  ;1 004;;;;;;;;
Zurich;2012;Total ;<= 29;5 217  ;5 024  ;5 417  ; 393;;;;;;;;
Zurich;2012;Executives;<= 29;6 086  ;5 669 ;6 492  ;#WERT!;;;;;;;;
Zurich;2012;Managing directors, board members, senior administrative staff and legislative bodies;<= 29;7 470 ;7 335 ;7 833 ;#WERT!;;;;;;;;
Zurich;2012;Managers in the commercial sector;<= 29;6 283  ;6 119  ;6 500  ; 381;;;;;;;;
Zurich;2012;Managers in production and specialized services;<= 29;6 353  ;6 353 ;6 382 ;#WERT!;;;;;;;;
Zurich;2012;Managers in hotels, restaurants, retail and other services services;<= 29;4 645  ;4 573  ;4 859  ; 286;;;;;;;;
Zurich;2012;Intellectual and scientific professions;<= 29;6 500  ;6 450  ;6 542  ; 92;;;;;;;;
Zurich;2012;Scientists, mathematicians and engineers;<= 29;6 043  ;5 541  ;6 449  ; 908;;;;;;;;
Zurich;2012;Specialists in health professions;<= 29;6 605  ;6 606  ;6 603  ;- 3;;;;;;;;
Zurich;2012;Teachers;<= 29;6 468  ;6 690  ;6 433  ;- 257;;;;;;;;
Zurich;2012;Business economists and similar specialists;<= 29;5 952  ;5 766  ;6 300  ; 534;;;;;;;;
Zurich;2012;Specialists in information and communication technology;<= 29;6 671  ;6 618 ;6 671  ;#WERT!;;;;;;;;
Zurich;2012;Lawyers, social scientists and cultural professions;<= 29;6 117  ;6 208  ;6 111  ;- 97;;;;;;;;
Zurich;2012;Technicians and equivalent non-technical professions;<= 29;5 405  ;5 305  ;5 544  ; 239;;;;;;;;
Zurich;2012;Engineering and comparable specialists;<= 29;5 461  ;5 254  ;5 512  ; 258;;;;;;;;
Zurich;2012;Assistant professions in the healthcare sector;<= 29;5 649  ;5 632  ;5 784  ; 152;;;;;;;;
Zurich;2012;Business management and commercial specialists and administrative specialists;<= 29;5 467  ;5 381  ;5 687  ; 306;;;;;;;;
Zurich;2012;Legal, social, cultural and related professionals;<= 29;5 086  ;4 865  ;5 242  ; 377;;;;;;;;
Zurich;2012;Information and communication technicians;<= 29;5 600  ;5 325  ;5 665  ; 340;;;;;;;;
Zurich;2012;Office workers and related professions;<= 29;4 915  ;4 950  ;4 892  ;- 58;;;;;;;;
Zurich;2012;General office and secretarial staff;<= 29;5 027  ;5 016  ;5 078  ; 62;;;;;;;;
Zurich;2012;Office staff with customer contact;<= 29;4 643  ;4 584  ;4 881  ; 297;;;;;;;;
Zurich;2012;Office staff in finance and accounting, statistics and materials management;<= 29;4 630  ;4 682  ;4 616  ;- 66;;;;;;;;
Zurich;2012;Other office workers and related occupations;<= 29;5 550  ;5 571  ;;-5 571;;;;;;;;
Zurich;2012;Service professions and salespersons;<= 29;4 489  ;4 401  ;4 694  ; 293;;;;;;;;
Zurich;2012;Occupations in the field of personal services;<= 29;4 240  ;4 176  ;4 349  ; 173;;;;;;;;
Zurich;2012;Sales staff;<= 29;4 379  ;4 341  ;4 510  ; 169;;;;;;;;
Zurich;2012;Caring professions;<= 29;5 000  ;4 990  ;5 094  ; 104;;;;;;;;
Zurich;2012;Protection and security workers;<= 29;5 576 ;6 045 ;5 496 ;#WERT!;;;;;;;;
Zurich;2012;Skilled workers in agriculture, forestry and fishing;<= 29;4 783  ;*  ;4 805  ;#WERT!;;;;;;;;
